accession	genome	Source	GC_pct	completeness	contamination	checkM2.completeness	checkM2.contamination	primary_cluster	secondary_cluster	length	N50	gtdb_taxonomy	ncbi_isolation_source	ncbi_genome_category	gtdb_representative	ncbi_refseq_category	MAG_source	fBAPS_l1	fBAPS_l2	Study	Age_BP	Continent	Country	sample_host	classification	Host	GUNC.n_contigs	checkM.N50_contigs	QUAL
GCA_944383465.1	GCA_944383465.1_E07_bin309_genomic	gut	44.0664253704818	97.87	0			203	203_1	1721812	57234	g__QAKD01;s__QAKD01 sp003343965	chicken caecal content	derived from metagenome	t	na	NCBI MAG												
GCA_022793975.1	GCA_022793975.1_ASM2279397v1_genomic	gut	41.8287389275122	58.93	0			204	204_0	1213142	7808	g__QAKD01;s__QAKD01 sp022793975	feces extracted directly from colon	derived from metagenome	t	na	NCBI isolate												
GCA_944386585.1	GCA_944386585.1_E03_bin131_genomic	gut	43.1466166262022	91.05	0			205	205_0	1550745	13815	g__QAKD01;s__QAKD01 sp944386585	chicken caecal content	derived from metagenome	t	na	NCBI MAG												
GCA_900545775.1	GCA_900545775.1_UMGS812_genomic	gut	39.7716156311538	96.93	1.42			206	206_1	2042434	41854	g__Lentihominibacter;s__Lentihominibacter hominis	human gut	derived from environmental sample	f	na	NCBI MAG												
GCA_900760265.1	GCA_900760265.1_SRS014923_17_genomic	gut	39.0894353060878	97.52	1.42			206	206_1	2211375	67439	g__Lentihominibacter;s__Lentihominibacter hominis	human stool	derived from metagenome	f	na	NCBI MAG												
GCA_905202695.1	GCA_905202695.1_ERR1600538-mag-bin.22_genomic	gut	39.6745603116936	90.65	3.78			206	206_1	1862342	5773	g__Lentihominibacter;s__Lentihominibacter hominis	human gut	derived from metagenome	f	na	NCBI MAG												
GCF_014385065.1	GCF_014385065.1_ASM1438506v1_genomic	gut	39.8807010158575	98.23	0.71			206	206_1	2251989	591350	g__Lentihominibacter;s__Lentihominibacter hominis	feces	none	t	representative genome	NCBI isolate												
GCA_910585135.1	GCA_910585135.1_MGBC123563_genomic	gut	47.5804346729425	92.04	1.02			207	207_0	2280325	11299	g__Lentihominibacter;s__Lentihominibacter sp910585135	Faeces	derived from metagenome	t	na	NCBI MAG												
GCA_017538125.1	GCA_017538125.1_ASM1753812v1_genomic	gut	49.6069227103531	94.02	4.96			208	208_0	1810967	19462	g__RUG754;s__RUG754 sp017538125	ruminant gastrointestinal tract	derived from metagenome	t	na	NCBI isolate												
GCA_017538845.1	GCA_017538845.1_ASM1753884v1_genomic	gut	49.7945135925674	64.96	1.95			209	209_0	1004446	6454	g__RGIG7111;s__RGIG7111 sp017538845	ruminant gastrointestinal tract	derived from metagenome	t	na	NCBI isolate												
GCA_945873875.1	GCA_945873875.1_SRR17382100_bin.10_metaWRAP_v1.3_MAG_genomic	gut	48.3501042017149	61.14	1.06			210	210_0	1179923	5098	g__RGIG7111;s__RGIG7111 sp945873875	pig gut metagenome	derived from metagenome	t	na	NCBI MAG												
	CMC001.B.bin.r.58	oral	43.6	57.82	0	55.35	0.65	211	211_1	672374	4023	g__RGIG7111;s__					CMC	6	20	Velsko2023	7	Africa	Cameroon	Homo		Human	183	3977	Med_w_GUNC
	CMC010.B.bin.r.43	oral	43	88.65	0	97.8	0.07	211	211_1	1502474	52931	g__RGIG7111;s__					CMC	6	20	Velsko2023	7	Africa	Cameroon	Homo		Human	60	52931	Med_w_GUNC
	CMC017.B.bin.r.90	oral	44.1	52.72	1.09	47.44	0.83	211	211_1	591826	2097	g__RGIG7111;s__					CMC	6	19	Velsko2023	7	Africa	Cameroon	Homo		Human	299	2088	Med_w_GUNC
	CMC018.B.bin.r.71	oral	43	85.82	0	95.74	0.09	211	211_1	1260789	52935	g__RGIG7111;s__					CMC	6	20	Velsko2023	7	Africa	Cameroon	Homo		Human	35	52935	Med_w_GUNC
	CMC022.B.bin.r.112	oral	42.7	91.49	0	98.42	0.07	211	211_1	1381228	78182	g__RGIG7111;s__					CMC	6	21	Velsko2023	7	Africa	Cameroon	Homo		Human	29	61203	High_w_GUNC
	CMC023.A.bin.r.36	oral	42.9	90.07	0	98.09	0.13	211	211_1	1527754	49216	g__RGIG7111;s__					CMC	6	20	Velsko2023	7	Africa	Cameroon	Homo		Human	49	49216	High_w_GUNC
	CMC024.B.bin.r.1	oral	43.1	90.07	0	95.39	0.03	211	211_1	1346937	145638	g__RGIG7111;s__					CMC	6	17	Velsko2023	7	Africa	Cameroon	Homo		Human	30	98487	High_w_GUNC
	CMC025.B.bin.r.89	oral	43.8	51.03	0	46.37	0.08	211	211_1	644900	2739	g__RGIG7111;s__					CMC	6	20	Velsko2023	7	Africa	Cameroon	Homo		Human	265	2698	Med_w_GUNC
	CMC026.B.bin.r.75	oral	42.7	87.94	0	99.2	0.07	211	211_1	1283108	61264	g__RGIG7111;s__					CMC	6	19	Velsko2023	7	Africa	Cameroon	Homo		Human	41	46360	Med_w_GUNC
	CMC035.B.bin.r.73	oral	42.4	92.2	0.71	96.53	0.52	211	211_1	1450339	108844	g__RGIG7111;s__					CMC	6	20	Velsko2023	7	Africa	Cameroon	Homo		Human	26	104548	High_w_GUNC
	CMC038.A.bin.r.94	oral	43.1	90.07	0	95.94	0.08	211	211_1	1367848	46611	g__RGIG7111;s__					CMC	6	20	Velsko2023	7	Africa	Cameroon	Homo		Human	50	46611	High_w_GUNC
	CMC038.B.bin.r.113	oral	43	91.49	0	98.36	0.08	211	211_1	1389951	65302	g__RGIG7111;s__					CMC	6	20	Velsko2023	7	Africa	Cameroon	Homo		Human	38	65302	High_w_GUNC
	ERS11702722.bin.r.2	oral	42.7	93.19	0	97.37	0.38	211	211_1	1525491	44017	g__RGIG7111;s__					Ancient	6	18	Velsko2022	200	Europe	Spain	Homo		Human	72	44017	High_w_GUNC
	ERS11702723.bin.r.4	oral	42.5	94.33	5.2	98.05	9.33	211	211_1	1644836	82990	g__RGIG7111;s__					Ancient	6	19	Velsko2022	200	Europe	Spain	Homo		Human	58	82990	Med_w_GUNC
	ERS11702724.bin.r.3	oral	42.5	87.23	0	83.79	0.15	211	211_1	1264540	100690	g__RGIG7111;s__					Ancient	6	19	Velsko2022	200	Europe	Spain	Homo		Human	41	100690	Med_w_GUNC
	ERS11702727.bin.r.3	oral	42.3	92.2	0	95.13	0.18	211	211_1	1480304	40798	g__RGIG7111;s__					Ancient	6	20	Velsko2022	200	Europe	Spain	Homo		Human	92	40798	High_w_GUNC
	ERS11702728.bin.r.2	oral	43.8	65.46	0	60.79	1.34	211	211_1	779077	3847	g__RGIG7111;s__					Ancient	4	13	Velsko2022	200	Europe	Spain	Homo		Human	221	3847	Med_w_GUNC
	ERS11702729.bin.r.1	oral	42.5	94.33	0	97.96	0.17	211	211_1	1523531	106350	g__RGIG7111;s__					Ancient	6	19	Velsko2022	500	Europe	Spain	Homo		Human	40	106350	High_w_GUNC
	ERS11702731.bin.r.10	oral	42.5	94.33	0	100	0.32	211	211_1	1472495	26752	g__RGIG7111;s__					Ancient	3	7	Velsko2022	500	Europe	Spain	Homo		Human	103	26752	High_w_GUNC
	ERS11702732.bin.r.2	oral	42.3	94.33	0	98.15	0.09	211	211_1	1452745	104884	g__RGIG7111;s__					Ancient	6	19	Velsko2022	500	Europe	Spain	Homo		Human	24	104884	High_w_GUNC
	ERS11702738.bin.r.6	oral	43.1	88.3	1.11	94.97	1.82	211	211_1	1174427	9671	g__RGIG7111;s__					Ancient	3	9	Velsko2022	900	Europe	Spain	Homo		Human	164	9671	Med_w_GUNC
	ERS11702741.bin.r.6	oral	42.9	93.62	0	96.09	0.5	211	211_1	1423006	48542	g__RGIG7111;s__					Ancient	3	9	Velsko2022	200	Europe	The Netherlands	Homo		Human	52	48542	High_w_GUNC
	ERS11702742.bin.r.2	oral	42.5	94.33	0	97.69	0.14	211	211_1	1520141	93474	g__RGIG7111;s__					Ancient	2	6	Velsko2022	200	Europe	The Netherlands	Homo		Human	39	93474	High_w_GUNC
	ERS11702745.bin.r.1	oral	42.6	75.92	1.83	80.92	0.97	211	211_1	1144836	4811	g__RGIG7111;s__					Ancient	2	5	Velsko2022	200	Europe	The Netherlands	Homo		Human	282	4811	Med_w_GUNC
	ERS11702746.bin.r.2	oral	42.7	92.2	1.42	97.15	0.21	211	211_1	1335017	32428	g__RGIG7111;s__					Ancient	6	20	Velsko2022	200	Europe	The Netherlands	Homo		Human	66	32428	High_w_GUNC
	ERS11702747.bin.r.4	oral	42.7	94.33	0	99.94	0.14	211	211_1	1438052	79261	g__RGIG7111;s__					Ancient	6	18	Velsko2022	200	Europe	The Netherlands	Homo		Human	32	79261	High_w_GUNC
	ERS11702748.bin.r.4	oral	42.9	76.67	1.65	78.75	0.55	211	211_1	1112198	5259	g__RGIG7111;s__					Ancient	4	13	Velsko2022	200	Europe	The Netherlands	Homo		Human	252	5259	Med_w_GUNC
	ERS11702749.bin.r.1	oral	42.3	94.33	0.71	99.86	0.15	211	211_1	1559800	103450	g__RGIG7111;s__					Ancient	2	2	Velsko2022	200	Europe	The Netherlands	Homo		Human	46	103450	High_w_GUNC
	ERS11702750.bin.r.2	oral	42.1	94.33	0	99.46	0.18	211	211_1	1513289	97088	g__RGIG7111;s__					Ancient	2	2	Velsko2022	200	Europe	The Netherlands	Homo		Human	49	97088	High_w_GUNC
	ERS11702751.bin.r.3	oral	42.7	92.91	0.71	97.33	0.43	211	211_1	1366678	97471	g__RGIG7111;s__					Ancient	2	6	Velsko2022	200	Europe	The Netherlands	Homo		Human	33	97471	High_w_GUNC
	ERS11702752.bin.r.1	oral	42.8	87.89	0.07	94.05	3.33	211	211_1	1243231	9542	g__RGIG7111;s__					Ancient	2	2	Velsko2022	200	Europe	The Netherlands	Homo		Human	176	9542	Med_w_GUNC
	ERS11702754.bin.r.3	oral	42.6	91.84	0.71	94.15	0.13	211	211_1	1391732	25333	g__RGIG7111;s__					Ancient	2	2	Velsko2022	200	Europe	The Netherlands	Homo		Human	92	25333	High_w_GUNC
	ERS11702757.bin.r.2	oral	42.4	92.2	1.42	94.32	2.07	211	211_1	1446270	103352	g__RGIG7111;s__					Ancient	6	21	Velsko2022	200	Europe	The Netherlands	Homo		Human	33	103352	High_w_GUNC
	ERS11702758.bin.r.4	oral	42.8	93.62	0	97.64	0.12	211	211_1	1449400	108417	g__RGIG7111;s__					Ancient	6	19	Velsko2022	200	Europe	The Netherlands	Homo		Human	25	108417	High_w_GUNC
	ERS11702760.bin.r.4	oral	42.7	81.2	2.55	79.39	2.06	211	211_1	1067726	3206	g__RGIG7111;s__					Ancient	4	13	Velsko2022	200	Europe	The Netherlands	Homo		Human	371	3206	Med_w_GUNC
	ERS11702762.bin.r.1	oral	42.5	94.33	1.77	98.93	0.14	211	211_1	1420586	28994	g__RGIG7111;s__					Ancient	2	5	Velsko2022	200	Europe	The Netherlands	Homo		Human	84	28994	High_w_GUNC
	ERS11702763.bin.r.2	oral	42.6	92.91	0	98.72	0.05	211	211_1	1417754	104517	g__RGIG7111;s__					Ancient	2	3	Velsko2022	200	Europe	The Netherlands	Homo		Human	25	104517	High_w_GUNC
	ERS11702764.bin.r.2	oral	43.1	91.6	1.56	93.7	0.64	211	211_1	1358290	9224	g__RGIG7111;s__					Ancient	2	2	Velsko2022	200	Europe	The Netherlands	Homo		Human	206	9224	High_w_GUNC
	ERS11702766.bin.r.1	oral	42.7	89.29	1.65	93.61	0.09	211	211_1	1392867	21359	g__RGIG7111;s__					Ancient	6	20	Velsko2022	200	Europe	The Netherlands	Homo		Human	98	21359	Med_w_GUNC
	ERS11702767.bin.r.1	oral	42.4	94.33	0.71	99.39	0.13	211	211_1	1597033	125097	g__RGIG7111;s__					Ancient	2	2	Velsko2022	200	Europe	The Netherlands	Homo		Human	45	125097	High_w_GUNC
	ERS11702768.bin.r.3	oral	42.7	93.26	0.02	96.92	0.68	211	211_1	1325469	29097	g__RGIG7111;s__					Ancient	2	5	Velsko2022	200	Europe	The Netherlands	Homo		Human	68	29097	High_w_GUNC
	ERS11702769.bin.r.4	oral	42.9	93.62	0	99.41	0.08	211	211_1	1445832	97331	g__RGIG7111;s__					Ancient	2	4	Velsko2022	200	Europe	The Netherlands	Homo		Human	48	97331	High_w_GUNC
	ERS11702770.bin.r.4	oral	42.9	87.94	0	96.17	2.47	211	211_1	1266674	21692	g__RGIG7111;s__					Ancient	2	5	Velsko2022	200	Europe	The Netherlands	Homo		Human	92	21692	Med_w_GUNC
	ERS11702771.bin.r.4	oral	42.7	92.91	0	97.08	0.12	211	211_1	1356509	31913	g__RGIG7111;s__					Ancient	6	20	Velsko2022	200	Europe	The Netherlands	Homo		Human	68	31913	High_w_GUNC
	ERS11702772.bin.r.2	oral	42.9	92.2	0	98.84	0.06	211	211_1	1328520	52923	g__RGIG7111;s__					Ancient	4	13	Velsko2022	200	Europe	The Netherlands	Homo		Human	51	52923	High_w_GUNC
	ERS11702774.bin.r.6	oral	42.8	94.33	0	99.85	0.38	211	211_1	1509845	99039	g__RGIG7111;s__					Ancient	2	2	Velsko2022	200	Europe	The Netherlands	Homo		Human	50	99039	High_w_GUNC
	ERS11702775.bin.r.6	oral	42.7	93.62	0	98.44	0.13	211	211_1	1384606	90640	g__RGIG7111;s__					Ancient	6	20	Velsko2022	200	Europe	The Netherlands	Homo		Human	34	90640	High_w_GUNC
	ERS11702776.bin.r.2	oral	42.5	93.62	0	99.93	0.1	211	211_1	1385543	104627	g__RGIG7111;s__					Ancient	3	9	Velsko2022	200	Europe	The Netherlands	Homo		Human	27	104627	High_w_GUNC
	ERS11702777.bin.r.3	oral	42.6	94.33	0.71	98.08	0.47	211	211_1	1406489	42753	g__RGIG7111;s__					Ancient	2	2	Velsko2022	200	Europe	The Netherlands	Homo		Human	72	42753	High_w_GUNC
	ERS11702779.bin.r.3	oral	42.5	94.18	0	99.57	1.48	211	211_1	1421716	43755	g__RGIG7111;s__					Ancient	4	13	Velsko2022	200	Europe	The Netherlands	Homo		Human	83	43755	High_w_GUNC
	ERS11702780.bin.r.5	oral	42.5	94.33	0	98.15	0.18	211	211_1	1435394	82716	g__RGIG7111;s__					Ancient	2	4	Velsko2022	200	Europe	The Netherlands	Homo		Human	52	82716	High_w_GUNC
	ERS11702781.bin.r.3	oral	42.5	93.62	0	97.7	0.06	211	211_1	1447068	99121	g__RGIG7111;s__					Ancient	4	13	Velsko2022	200	Europe	The Netherlands	Homo		Human	59	99121	High_w_GUNC
	ERS11702782.bin.r.1	oral	42.7	94.33	0.71	99.23	0.54	211	211_1	1370409	33737	g__RGIG7111;s__					Ancient	2	5	Velsko2022	200	Europe	The Netherlands	Homo		Human	68	33737	High_w_GUNC
	ERS11702783.bin.r.2	oral	42.8	92.2	0	98.69	0.12	211	211_1	1394025	32980	g__RGIG7111;s__					Ancient	4	11	Velsko2022	200	Europe	The Netherlands	Homo		Human	73	32980	High_w_GUNC
	ERS11702784.bin.r.4	oral	42.8	89.89	0.24	95.36	0.22	211	211_1	1211118	17527	g__RGIG7111;s__					Ancient	4	11	Velsko2022	200	Europe	The Netherlands	Homo		Human	89	17527	Med_w_GUNC
	ERS11702789.bin.r.6	oral	42.5	94.33	0.71	98.44	0.17	211	211_1	1436802	93529	g__RGIG7111;s__					Ancient	6	20	Velsko2022	200	Europe	The Netherlands	Homo		Human	39	93529	High_w_GUNC
	ERS11702790.bin.r.1	oral	42.3	93.62	0	97.31	0.14	211	211_1	1442143	61216	g__RGIG7111;s__					Ancient	6	20	Velsko2022	200	Europe	The Netherlands	Homo		Human	44	61216	High_w_GUNC
	ERS11702792.bin.r.3	oral	43.3	67.64	0	63.69	2.46	211	211_1	875944	2213	g__RGIG7111;s__					Ancient	6	19	Velsko2022	200	Europe	The Netherlands	Homo		Human	429	2213	Med_w_GUNC
	ERS11702793.bin.r.5	oral	42.5	94.33	0	100	0.16	211	211_1	1367796	103373	g__RGIG7111;s__					Ancient	4	13	Velsko2022	200	Europe	The Netherlands	Homo		Human	27	103373	High_w_GUNC
	ERS11702795.bin.r.3	oral	42.7	92.91	1.77	96.77	0.1	211	211_1	1380837	17919	g__RGIG7111;s__					Ancient	3	7	Velsko2022	200	Europe	The Netherlands	Homo		Human	124	17919	High_w_GUNC
	ERS11702798.bin.r.3	oral	42.7	91.47	1.42	93.22	0.84	211	211_1	1320525	13540	g__RGIG7111;s__					Ancient	4	13	Velsko2022	200	Europe	The Netherlands	Homo		Human	132	13540	High_w_GUNC
	ERS11702799.bin.r.1	oral	42.5	94.33	0.71	100	0.83	211	211_1	1393569	104034	g__RGIG7111;s__					Ancient	4	11	Velsko2022	200	Europe	The Netherlands	Homo		Human	31	104034	High_w_GUNC
	ERS11702800.bin.r.3	oral	42.7	93.62	1.09	98.47	0.11	211	211_1	1358295	30817	g__RGIG7111;s__					Ancient	2	6	Velsko2022	200	Europe	The Netherlands	Homo		Human	74	30817	High_w_GUNC
	ERS11702801.bin.r.6	oral	42.5	94.33	1.06	100	0.49	211	211_1	1362381	50105	g__RGIG7111;s__					Ancient	2	5	Velsko2022	200	Europe	The Netherlands	Homo		Human	40	50105	High_w_GUNC
	ERS11702802.bin.r.1	oral	42.1	95.04	0	99.24	0.49	211	211_1	1524874	82721	g__RGIG7111;s__					Ancient	2	5	Velsko2022	200	Europe	The Netherlands	Homo		Human	51	82721	High_w_GUNC
	ERS11702803.bin.r.1	oral	43	54.58	0.53	51.84	1.35	211	211_1	716190	1799	g__RGIG7111;s__					Ancient	2	5	Velsko2022	200	Europe	The Netherlands	Homo		Human	399	1799	Med_w_GUNC
	ERS11702805.bin.r.1	oral	42.5	94.33	0.71	99.2	0.48	211	211_1	1519057	97029	g__RGIG7111;s__					Ancient	3	9	Velsko2022	200	Europe	The Netherlands	Homo		Human	45	97029	High_w_GUNC
	ERS11702806.bin.r.2	oral	42.6	93.62	0	99.3	0.13	211	211_1	1419152	52075	g__RGIG7111;s__					Ancient	3	8	Velsko2022	200	Europe	The Netherlands	Homo		Human	43	52075	High_w_GUNC
	ERS11702808.bin.r.1	oral	42.7	92.91	0	98.9	0.1	211	211_1	1323076	66802	g__RGIG7111;s__					Ancient	4	11	Velsko2022	200	Europe	The Netherlands	Homo		Human	38	66802	High_w_GUNC
	ERS11702809.bin.r.4	oral	42.7	92.91	0	99.85	0.07	211	211_1	1363081	103913	g__RGIG7111;s__					Ancient	4	11	Velsko2022	200	Europe	The Netherlands	Homo		Human	32	103913	High_w_GUNC
	ERS11702810.bin.r.5	oral	42.7	92.91	0	98.43	0.06	211	211_1	1334365	86441	g__RGIG7111;s__					Ancient	6	21	Velsko2022	200	Europe	The Netherlands	Homo		Human	32	86441	High_w_GUNC
	ERS11702812.bin.r.1	oral	42.4	94.33	0.71	99.7	0.81	211	211_1	1547466	55720	g__RGIG7111;s__					Ancient	2	2	Velsko2022	200	Europe	The Netherlands	Homo		Human	61	55720	High_w_GUNC
	ERS11702814.bin.r.2	oral	42.9	92.2	0.71	98.73	0.55	211	211_1	1364134	51302	g__RGIG7111;s__					Ancient	3	8	Velsko2022	200	Europe	The Netherlands	Homo		Human	47	51302	High_w_GUNC
	ERS2985743.bin.r.17	oral	42.4	94.33	0.75	100	0.36	211	211_1	1430003	62593	g__RGIG7111;s__					Ancient	3	10	Velsko2019	200	Europe	England	Homo		Human	39	62593	High_w_GUNC
	ERS2985744.bin.r.1	oral	42.6	94.33	0	99.3	0.09	211	211_1	1450868	103694	g__RGIG7111;s__					Ancient	2	3	Velsko2019	200	Europe	England	Homo		Human	28	103694	High_w_GUNC
	ERS2985746.bin.r.1	oral	43	85.44	2.5	88.63	2.52	211	211_1	1229292	8547	g__RGIG7111;s__					Ancient	6	19	Velsko2019	200	Europe	England	Homo		Human	206	8547	Med_w_GUNC
	ERS2985748.bin.r.1	oral	42.4	94.33	1.42	100	0.45	211	211_1	1401214	93649	g__RGIG7111;s__					Ancient	4	13	Velsko2019	200	Europe	England	Homo		Human	33	93649	High_w_GUNC
	ERS2985749.bin.r.10	oral	42.9	81.84	0.71	82.39	1.41	211	211_1	1049484	6196	g__RGIG7111;s__					Ancient	2	2	Velsko2019	200	Europe	England	Homo		Human	215	6196	Med_w_GUNC
	ERS2985750.bin.r.6	oral	43	86.17	1.06	96.08	1.4	211	211_1	1103054	12463	g__RGIG7111;s__					Ancient	2	2	Velsko2019	200	Europe	England	Homo		Human	110	12463	Med_w_GUNC
	ERS2985751.bin.r.3	oral	42.8	91.49	0.02	100	0.1	211	211_1	1304138	48133	g__RGIG7111;s__					Ancient	3	8	Velsko2019	200	Europe	England	Homo		Human	45	48133	High_w_GUNC
	ERS2985756.bin.r.9	oral	42.4	94.33	0	97.69	0.1	211	211_1	1488252	115295	g__RGIG7111;s__					Ancient	2	6	Velsko2019	200	Europe	England	Homo		Human	27	115295	High_w_GUNC
	ERS2985759.bin.r.9	oral	42.7	92.91	0	98.84	0.08	211	211_1	1359914	127010	g__RGIG7111;s__					Ancient	6	21	Velsko2019	200	Europe	England	Homo		Human	24	127010	High_w_GUNC
	ERS2985761.bin.r.8	oral	42.6	94.33	0.73	100	0.3	211	211_1	1343874	37748	g__RGIG7111;s__					Ancient	6	21	Velsko2019	200	Europe	England	Homo		Human	45	37748	High_w_GUNC
	ERS2985763.bin.r.4	oral	42.7	80.19	0.78	84.88	0.73	211	211_1	1066132	5033	g__RGIG7111;s__					Ancient	3	8	Velsko2019	200	Europe	England	Homo		Human	246	5033	Med_w_GUNC
	ERS2985764.bin.r.1	oral	43.2	84.93	2.5	89.09	2.25	211	211_1	1223182	8571	g__RGIG7111;s__					Ancient	6	21	Velsko2019	200	Europe	England	Homo		Human	186	8571	Med_w_GUNC
	ERS2985766.bin.r.2	oral	42.3	88.65	0.02	95.33	0.6	211	211_1	1399579	114660	g__RGIG7111;s__					Ancient	2	6	Velsko2019	200	Europe	England	Homo		Human	45	114660	Med_w_GUNC
	ERS2985769.bin.r.4	oral	42.5	92.2	0	97.74	0.22	211	211_1	1491552	83987	g__RGIG7111;s__					Ancient	6	21	Velsko2019	200	Europe	England	Homo		Human	46	83987	High_w_GUNC
	ERS2985770.bin.r.2	oral	42.7	93.62	0.02	99.41	0.16	211	211_1	1386114	101570	g__RGIG7111;s__					Ancient	3	8	Velsko2019	200	Europe	England	Homo		Human	27	101570	High_w_GUNC
	ERS2985771.bin.r.3	oral	43.1	55.44	1.02	52.19	0.42	211	211_1	781679	2917	g__RGIG7111;s__					Ancient	6	19	Velsko2019	200	Europe	England	Homo		Human	305	2917	Med_w_GUNC
	ERS2985773.bin.r.2	oral	42.4	93.62	2.13	97.64	1.41	211	211_1	1484509	109731	g__RGIG7111;s__					Ancient	4	11	Velsko2019	200	Europe	England	Homo		Human	34	109731	High_w_GUNC
	ERS2985774.bin.r.4	oral	42.9	83.28	3.01	85.37	0.24	211	211_1	1154418	9327	g__RGIG7111;s__					Ancient	6	20	Velsko2019	200	Europe	England	Homo		Human	164	9327	Med_w_GUNC
	ERS2985775.bin.r.8	oral	42.2	92.2	0.71	94.22	0.31	211	211_1	1505629	98899	g__RGIG7111;s__					Ancient	3	10	Velsko2019	200	Europe	England	Homo		Human	39	98899	High_w_GUNC
	ERS2985776.bin.r.12	oral	42.5	94.33	1.42	99.49	0.99	211	211_1	1556109	139397	g__RGIG7111;s__					Ancient	2	5	Velsko2019	200	Europe	England	Homo		Human	29	139397	High_w_GUNC
	ERS2985777.bin.r.1	oral	42.5	94.33	0.35	100	0.21	211	211_1	1382435	97431	g__RGIG7111;s__					Ancient	2	5	Velsko2019	200	Europe	England	Homo		Human	31	97431	High_w_GUNC
	ERS2985779.bin.r.2	oral	42.8	91.58	0.35	98.08	0.39	211	211_1	1458171	27574	g__RGIG7111;s__					Ancient	4	13	Velsko2019	200	Europe	England	Homo		Human	94	27574	High_w_GUNC
	ERS2985780.bin.r.3	oral	42.9	94.33	0	99.55	0.09	211	211_1	1570417	82829	g__RGIG7111;s__					Ancient	4	13	Velsko2019	200	Europe	England	Homo		Human	52	82829	High_w_GUNC
	ERS2985784.bin.r.6	oral	42.9	95.04	1.42	99.57	0.79	211	211_1	1424507	86700	g__RGIG7111;s__					Ancient	6	19	Velsko2019	200	Europe	England	Homo		Human	52	86700	High_w_GUNC
	ERS3395767.bin.r.9	oral	43.4	84.75	0	92.79	0.05	211	211_1	1028624	5449	g__RGIG7111;s__					Modern	6	19	Velsko2019	7	Europe	Spain	Homo		Human	259	5449	Med_w_GUNC
	ERS3636092.bin.r.8	oral	42.9	93.97	0.02	99.14	0.19	211	211_1	1256946	48387	g__RGIG7111;s__					Ancient	4	13	Neukamm2020	4000	Africa	Egypt	Homo		Human	44	48387	High_w_GUNC
	ERS3774416.bin.r.1	oral	42.9	88.65	0.02	96.46	0.99	211	211_1	1343168	13287	g__RGIG7111;s__					Ancient	4	13	FellowsYates2021-nonhumanDNA	200	Africa	Liberia	Pan		Chimpanzee	140	13287	Med_w_GUNC
	ERS3774418.bin.r.2	oral	43	86.88	0.63	93.71	0.14	211	211_1	1429083	11856	g__RGIG7111;s__					Ancient	4	13	FellowsYates2021-nonhumanDNA	200	Africa	Liberia	Pan		Chimpanzee	197	11856	Med_w_GUNC
	ERS3774422.bin.r.21	oral	42.3	90.78	0	93.26	0.13	211	211_1	1389938	98394	g__RGIG7111;s__					Ancient	6	20	FellowsYates2021-nonhumanDNA	200	Africa	Uganda	Pan		Chimpanzee	28	98394	High_w_GUNC
	ERS3774458.bin.r.5	oral	43.2	55.58	0	52.17	0.36	211	211_1	586684	2719	g__RGIG7111;s__					Ancient	5	14	FellowsYates2021-humanaDNA	9500	Europe	Spain	Homo		Human	221	2719	Med_w_GUNC
	ERS3774460.bin.r.6	oral	42.7	94.33	0	99.34	0.11	211	211_1	1417712	52926	g__RGIG7111;s__					Ancient	5	14	FellowsYates2021-humanaDNA	9300	Europe	Spain	Homo		Human	66	52926	High_w_GUNC
	ERS3774463.bin.r.5	oral	43.8	62.96	3.22	60.02	3.44	211	211_1	823321	1924	g__RGIG7111;s__					Ancient	5	14	FellowsYates2021-humanaDNA	9000	Europe	Spain	Homo		Human	436	1924	Med_w_GUNC
	ERS3774465.bin.r.2	oral	42.7	93.62	0.71	100	0.21	211	211_1	1364212	23125	g__RGIG7111;s__					Ancient	4	13	FellowsYates2021-humanaDNA	4500	Africa	Ethiopia	Homo		Human	89	23125	High_w_GUNC
