Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation	Oral_site	Industry	BinID	out_type
NODE_112_length_22596_cov_5.43649	NODE_112_length_22596_cov_5.43649@1	2910	3932	False	0%	0%	I-A	0	['WYL_3_CAS-I-II-III-IV-V-VI']	[4]	['3.70e-21']	[0.51]	[0.965]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.3	putative
NODE_112_length_22596_cov_5.43649	NODE_112_length_22596_cov_5.43649@2	15560	17506	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[11]	['1.30e-07']	[0.32]	[0.589]	-1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.3	putative
NODE_11_length_49465_cov_5.839	NODE_11_length_49465_cov_5.839@1	11408	11839	False	0%	33%	I-A	1	['Cas4_0_I-II']	[14]	['2.00e-03']	[0.417]	[0.367]		1	buccal_mucosa	industrial	HMP_2012__SRS019329__bin.3	putative
NODE_657_length_7034_cov_5.9136	NODE_657_length_7034_cov_5.9136@1	4413	6323	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['3.10e-05']	[0.383]	[0.546]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.3	putative
NODE_550_length_8015_cov_6.77286	NODE_550_length_8015_cov_6.77286@1	3050	3529	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[4]	['9.50e-04']	[0.438]	[0.326]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.3	putative
NODE_404_length_10284_cov_7.3535	NODE_404_length_10284_cov_7.3535@1	9670	10284	False	0%		III-A	1	['AbiEii_0_CAS-III']	[6]	['9.00e-04']	[0.561]	[0.394]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.3	putative
NODE_326_length_11858_cov_7.41515	NODE_326_length_11858_cov_7.41515@1	4238	5527	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[4]	['3.80e-10']	[0.719]	[0.929]	-1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.3	putative
NODE_154_length_19233_cov_6.22682	NODE_154_length_19233_cov_6.22682@1	6502	11628	Ambiguous	['100%', '100%']	['33%', '50%']	['II-A', 'II-C']	4	['Cas9_0_II', 'Cas2_11_CAS-I-II-III-IV-V-VI']	[8, 9]	['6.40e-73', '1.60e-08']	[0.678, 0.892]	[0.961, 0.958]	1	1	buccal_mucosa	industrial	HMP_2012__SRS019329__bin.3	putative
NODE_148_length_19798_cov_7.44441	NODE_148_length_19798_cov_7.44441@1	3063	3812	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['7.20e-05']	[0.544]	[0.444]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.3	putative
NODE_679_length_6891_cov_7.42598	NODE_679_length_6891_cov_7.42598@1	650	1453	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[2]	['8.80e-15']	[0.515]	[0.75]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.3	putative
NODE_119_length_21796_cov_8.95911	NODE_119_length_21796_cov_8.95911@1	10907	11446	False	29%	0%	I-A	2	['Cas3HD_0_CAS-I']	[10]	['3.60e-05']	[0.383]	[0.399]	1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.3	putative
NODE_240_length_14555_cov_6.21972	NODE_240_length_14555_cov_6.21972@1	11878	12534	False	0%		III-A	1	['AbiEii_0_CAS-III']	[13]	['1.10e-07']	[0.635]	[0.472]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.3	putative
NODE_252_length_14065_cov_8.1152	NODE_252_length_14065_cov_8.1152@1	3787	5748	False	0%		III-A	1	['AbiEii_0_CAS-III', 'PD_DExK_0_CAS-I-II-III-IV-V-VI']	[4, 5]	['9.10e-07', '9.70e-45']	[0.322, 0.55]	[0.324, 1.0]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.3	putative
NODE_452_length_9380_cov_7.66617	NODE_452_length_9380_cov_7.66617@1	6206	7003	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['2.50e-07']	[0.647]	[0.627]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.3	putative
NODE_710_length_6599_cov_4.36843	NODE_710_length_6599_cov_4.36843@1	3	5201	False	0%		III-D	3	['CasR_4_CAS-III-D', 'Csx1_7_CAS-III', 'Csx20_1_CAS-I-III']	[1, 2, 3]	['8.80e-24', '3.40e-15', '2.40e-33']	[0.637, 0.387, 0.991]	[0.592, 0.841, 0.976]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.5	putative
NODE_988_length_4947_cov_4.76554	NODE_988_length_4947_cov_4.76554@1	2	1315	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[1]	['2.20e-11']	[0.568]	[0.708]	-1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.5	putative
NODE_2268_length_2489_cov_3.01356	NODE_2268_length_2489_cov_3.01356@1	920	1720	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['1.40e-03']	[0.404]	[0.366]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.5	putative
NODE_3439_length_1807_cov_2.94178	NODE_3439_length_1807_cov_2.94178@1	2	382	False	0%	0%	I-A	1	['Csx18_0_CAS-I-III']	[1]	['9.60e-03']	[0.37]	[0.469]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.5	putative
NODE_2026_length_2710_cov_3.83691	NODE_2026_length_2710_cov_3.83691@1	44	769	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[1]	['6.90e-04']	[0.368]	[0.414]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.5	putative
NODE_1507_length_3438_cov_4.44458	NODE_1507_length_3438_cov_4.44458@1	159	3437	Ambiguous	['100%', '100%']	['0%', '0%']	['II-A', 'II-C']	2	['Cas9_0_II']	[2]	['2.90e-132']	[0.738]	[0.802]	-1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.5	putative
NODE_502_length_8622_cov_3.38602	NODE_502_length_8622_cov_3.38602@1	4948	6471	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[5]	['1.30e-09']	[0.591]	[0.907]	-1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.5	putative
NODE_1904_length_2843_cov_3.94082	NODE_1904_length_2843_cov_3.94082@1	1250	2005	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['2.00e-07']	[0.421]	[0.352]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.5	putative
NODE_1696_length_3111_cov_4.02814	NODE_1696_length_3111_cov_4.02814@1	266	3110	False	20%		IV-D	4	['Cas3HD_0_CAS-I', 'RecD_0_IVD']	[2, 4]	['1.10e-04', '2.20e-74']	[0.413, 0.88]	[0.478, 0.594]	-1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.5	putative
NODE_1359_length_3711_cov_3.31045	NODE_1359_length_3711_cov_3.31045@1	883	1593	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['1.10e-05']	[0.574]	[0.465]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.5	putative
NODE_1144_length_4282_cov_4.83085	NODE_1144_length_4282_cov_4.83085@1	228	3852	False	29%	0%	I-A	2	['AbiEii_0_CAS-III', 'Cas3HD_0_CAS-I']	[1, 4]	['1.80e-10', '1.10e-05']	[0.552, 0.388]	[0.444, 0.453]	1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.5	putative
NODE_201_length_16339_cov_4.08677	NODE_201_length_16339_cov_4.08677@1	10398	11141	False	0%		III-A	1	['AbiEii_0_CAS-III']	[11]	['3.10e-05']	[0.73]	[0.606]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.5	putative
NODE_1833_length_2927_cov_3.52716	NODE_1833_length_2927_cov_3.52716@1	96	821	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['6.30e-09']	[0.463]	[0.377]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.5	putative
NODE_1265_length_3941_cov_3.96243	NODE_1265_length_3941_cov_3.96243@1	3194	3850	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['2.10e-05']	[0.457]	[0.335]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.5	putative
NODE_1750_length_3035_cov_3.6896	NODE_1750_length_3035_cov_3.6896@1	720	1412	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[2]	['9.40e-05']	[0.325]	[0.374]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.5	putative
NODE_730_length_6441_cov_3.32587	NODE_730_length_6441_cov_3.32587@1	642	1625	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[2]	['2.70e-16']	[0.463]	[0.925]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.5	putative
NODE_379_length_10665_cov_4.46626	NODE_379_length_10665_cov_4.46626@1	3603	5208	False	0%		III-A	1	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[4, 5]	['1.70e-07', '7.10e-06']	[0.526, 0.577]	[0.458, 0.528]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.5	putative
NODE_2215_length_2535_cov_2.58185	NODE_2215_length_2535_cov_2.58185@1	1649	2419	False	0%	33%	I-A	2	['Cas4_1_CAS-I-II-III-IV-V-VI']	[3]	['5.00e-05']	[0.346]	[0.326]		1	buccal_mucosa	industrial	HMP_2012__SRS019329__bin.5	putative
NODE_4299_length_1511_cov_3.13255	NODE_4299_length_1511_cov_3.13255@1	2	748	False	20%	0%	I-B	4	['Cas5_9_CAS-I-B']	[1]	['6.00e-03']	[0.301]	[0.395]	-1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.5	putative
NODE_1955_length_2787_cov_3.62408	NODE_1955_length_2787_cov_3.62408@1	1	672	False	0%	0%	I-A	0	['WYL_3_CAS-I-II-III-IV-V-VI']	[1]	['7.30e-15']	[0.344]	[0.378]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.5	putative
NODE_3509_length_1779_cov_4.26624	NODE_3509_length_1779_cov_4.26624@1	288	617	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[2]	['3.20e-06']	[0.655]	[0.348]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.5	putative
NODE_3257_length_1877_cov_2.68277	NODE_3257_length_1877_cov_2.68277@1	1	489	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['3.50e-06']	[0.595]	[0.324]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.5	putative
NODE_780_length_6009_cov_4.4261	NODE_780_length_6009_cov_4.4261@1	2497	3240	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['1.10e-04']	[0.73]	[0.651]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.5	putative
NODE_4171_length_1555_cov_3.04667	NODE_4171_length_1555_cov_3.04667@1	501	1448	False	0%		III-B	1	['htpX_0_CAS-III-B']	[2]	['1.80e-09']	[0.658]	[0.679]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.5	putative
NODE_175_length_17714_cov_4.17764	NODE_175_length_17714_cov_4.17764@1	4622	5497	False	0%		III-B	1	['htpX_0_CAS-III-B']	[6]	['2.90e-13']	[0.63]	[0.536]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.5	putative
NODE_22_length_41544_cov_27.2745	NODE_22_length_41544_cov_27.2745@1	39296	40060	False	0%		III-A	1	['AbiEii_0_CAS-III']	[46]	['4.80e-09']	[0.506]	[0.458]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_14_length_46785_cov_24.6295	NODE_14_length_46785_cov_24.6295@2	40081	41157	False	0%		III-A	1	['AbiEii_0_CAS-III']	[36]	['2.70e-05']	[0.345]	[0.377]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_399_length_10358_cov_26.9905	NODE_399_length_10358_cov_26.9905@1	864	1901	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['6.40e-06']	[0.303]	[0.356]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_258_length_13891_cov_31.4031	NODE_258_length_13891_cov_31.4031@1	12442	12837	False	17%		III-C	2	['Cmr5_0_IIIC']	[5]	['9.00e-03']	[0.538]	[0.473]	1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_70_length_26807_cov_25.4591	NODE_70_length_26807_cov_25.4591@1	9700	10152	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[12]	['4.00e-05']	[0.695]	[0.54]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_53_length_30577_cov_22.227	NODE_53_length_30577_cov_22.227@1	12270	13514	False	29%	0%	I-A	2	['Cas3HD_0_CAS-I']	[16]	['9.00e-04']	[0.308]	[0.488]	-1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_63_length_28138_cov_22.5104	NODE_63_length_28138_cov_22.5104@1	1519	2571	False	0%		III-A	1	['AbiEii_0_CAS-III']	[2]	['8.80e-04']	[0.313]	[0.398]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_1_length_84185_cov_20.2097	NODE_1_length_84185_cov_20.2097@4	52464	54398	False	20%		IV-D	4	['RecD_0_IVD']	[51]	['1.20e-39']	[0.668]	[0.526]	-1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_367_length_10867_cov_23.6652	NODE_367_length_10867_cov_23.6652@1	2473	3162	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[3]	['8.90e-23']	[0.761]	[0.994]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_1_length_84185_cov_20.2097	NODE_1_length_84185_cov_20.2097@1	20723	22144	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[17]	['7.40e-17']	[0.382]	[0.981]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_15_length_46059_cov_24.2585	NODE_15_length_46059_cov_24.2585@1	11320	12579	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[17]	['1.10e-05']	[0.576]	[0.669]	1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_10_length_53443_cov_27.1136	NODE_10_length_53443_cov_27.1136@3	41149	42147	False	0%		III-A	1	['AbiEii_0_CAS-III']	[43]	['3.50e-03']	[0.462]	[0.518]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_585_length_7751_cov_19.8855	NODE_585_length_7751_cov_19.8855@1	5872	7749	False	14%	0%	I-A	1	['Cas3_0_I']	[6]	['1.80e-06']	[0.323]	[0.581]	1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_1_length_84185_cov_20.2097	NODE_1_length_84185_cov_20.2097@2	31189	32118	False	0%		IV-B	3	['CysH_0_IVB']	[30]	['1.40e-05']	[0.406]	[0.494]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_14_length_46785_cov_24.6295	NODE_14_length_46785_cov_24.6295@1	34021	35699	False	0%		IV-B	3	['CysH_0_IVB', 'CysH_0_IVB']	[30, 31]	['1.20e-16', '2.70e-17']	[0.565, 0.751]	[0.671, 0.719]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_10_length_53443_cov_27.1136	NODE_10_length_53443_cov_27.1136@1	4776	5546	False	0%		III-A	1	['AbiEii_0_CAS-III']	[6]	['1.90e-08']	[0.533]	[0.465]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_120_length_21787_cov_27.8156	NODE_120_length_21787_cov_27.8156@1	20391	21785	False	0%		III-A	1	['AbiEii_0_CAS-III']	[22]	['6.70e-04']	[0.492]	[0.69]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_10_length_53443_cov_27.1136	NODE_10_length_53443_cov_27.1136@2	15039	15620	False	25%		V-K	1	['TnsC_0_V-K']	[16]	['9.80e-04']	[0.485]	[0.332]	-1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_528_length_8270_cov_24.5484	NODE_528_length_8270_cov_24.5484@1	6591	7457	False	0%		III-A	1	['Mem_DnaJ_0_CAS-III-AM']	[7]	['6.40e-04']	[0.339]	[0.335]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_46_length_33514_cov_21.5161	NODE_46_length_33514_cov_21.5161@1	16748	17419	False	0%		III-A	1	['AbiEii_0_CAS-III']	[18]	['5.00e-05']	[0.589]	[0.44]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_53_length_30577_cov_22.227	NODE_53_length_30577_cov_22.227@2	27118	28320	False	0%		III-A	1	['AbiEii_0_CAS-III']	[29]	['3.60e-06']	[0.369]	[0.511]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_1971_length_2766_cov_18.2977	NODE_1971_length_2766_cov_18.2977@1	1302	2765	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[2]	['2.70e-08']	[0.482]	[0.55]	-1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_140_length_20539_cov_24.0729	NODE_140_length_20539_cov_24.0729@1	7145	7774	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[6]	['2.70e-04']	[0.395]	[0.39]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_2480_length_2331_cov_22.0299	NODE_2480_length_2331_cov_22.0299@1	203	2125	False	20%		IV-A1	2	['Csf4_0_IVA']	[2]	['1.80e-58']	[0.913]	[0.902]	-1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_758_length_6239_cov_25.5969	NODE_758_length_6239_cov_25.5969@1	1846	2583	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['1.50e-11']	[0.496]	[0.433]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_140_length_20539_cov_24.0729	NODE_140_length_20539_cov_24.0729@2	19962	20537	False	0%		III-A	1	['AbiEii_0_CAS-III']	[18]	['1.70e-03']	[0.786]	[0.496]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_81_length_25590_cov_23.0104	NODE_81_length_25590_cov_23.0104@1	12987	13718	False	0%		III-A	1	['AbiEii_0_CAS-III']	[14]	['3.30e-03']	[0.393]	[0.327]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_9_length_55537_cov_24.3719	NODE_9_length_55537_cov_24.3719@1	23436	24332	False	0%		III-A	1	['AbiEii_0_CAS-III']	[28]	['8.80e-05']	[0.455]	[0.454]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_913_length_5270_cov_21.6098	NODE_913_length_5270_cov_21.6098@1	4580	5128	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[6]	['5.00e-13']	[0.847]	[0.944]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_188_length_17023_cov_28.4446	NODE_188_length_17023_cov_28.4446@1	11939	12787	False	0%		III-B	1	['htpX_0_CAS-III-B']	[13]	['2.00e-27']	[0.724]	[0.63]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_859_length_5522_cov_23.1796	NODE_859_length_5522_cov_23.1796@1	947	3028	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[2]	['2.80e-12']	[0.402]	[0.771]	-1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_1_length_84185_cov_20.2097	NODE_1_length_84185_cov_20.2097@3	39772	40584	False	0%		III-A	1	['AbiEii_0_CAS-III']	[39]	['4.60e-06']	[0.583]	[0.532]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_87_length_24859_cov_23.2803	NODE_87_length_24859_cov_23.2803@1	15041	15649	False	0%		III-A	1	['Csx1_7_CAS-III']	[15]	['5.60e-04']	[0.547]	[0.369]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_236_length_14754_cov_23.2829	NODE_236_length_14754_cov_23.2829@1	12497	13789	False	0%		IV-B	3	['CysH_0_IVB']	[15]	['2.90e-04']	[0.381]	[0.631]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_559_length_7959_cov_21.1384	NODE_559_length_7959_cov_21.1384@1	135	896	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[1]	['3.40e-38']	[0.654]	[0.994]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_319_length_12087_cov_23.9246	NODE_319_length_12087_cov_23.9246@1	3346	4107	False	0%		III-A	1	['AbiEii_0_CAS-III']	[4]	['9.80e-07']	[0.382]	[0.356]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_123_length_21679_cov_25.1314	NODE_123_length_21679_cov_25.1314@1	19270	19848	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[26]	['5.90e-05']	[0.658]	[0.55]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_4_length_64768_cov_22.3814	NODE_4_length_64768_cov_22.3814@1	59980	60705	False	0%		III-A	1	['AbiEii_0_CAS-III']	[64]	['1.10e-04']	[0.471]	[0.391]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_1278_length_3923_cov_31.6055	NODE_1278_length_3923_cov_31.6055@1	272	1735	False	0%		III-A	1	['AbiEii_0_CAS-III']	[1]	['3.70e-05']	[0.309]	[0.482]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_62_length_28470_cov_22.1661	NODE_62_length_28470_cov_22.1661@1	20903	21706	False	0%		III-A	1	['AbiEii_0_CAS-III']	[22]	['3.00e-04']	[0.358]	[0.313]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_721_length_6491_cov_25.3861	NODE_721_length_6491_cov_25.3861@1	692	6469	False	14%	0%	I-A	2	['Cas3_0_CAS-I', 'Cas3_0_CAS-I']	[2, 5]	['5.20e-07', '3.30e-14']	[0.319, 0.704]	[0.572, 0.932]	0		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_69_length_27086_cov_22.5727	NODE_69_length_27086_cov_22.5727@1	29	382	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[1]	['8.20e-04']	[0.602]	[0.333]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.6	putative
NODE_391_length_10473_cov_8.54732	NODE_391_length_10473_cov_8.54732@1	2152	2760	False	0%	0%	I-A	0	['CasR_0_CAS-I-II-III-IV-V-VI']	[2]	['1.20e-03']	[0.325]	[0.343]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.8	putative
NODE_67_length_27285_cov_6.88571	NODE_67_length_27285_cov_6.88571@1	12439	14439	False	0%		III-A	1	['AbiEii_0_CAS-III']	[10]	['8.00e-03']	[0.369]	[0.658]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.8	putative
NODE_500_length_8645_cov_8.87916	NODE_500_length_8645_cov_8.87916@1	8049	8525	False	0%	0%	I-A	0	['CasR_1_CAS-I-II-III-IV-V-VI']	[7]	['6.20e-05']	[0.415]	[0.317]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.8	putative
NODE_6_length_59885_cov_7.27802	NODE_6_length_59885_cov_7.27802@1	43853	44677	False	0%		III-A	1	['AbiEii_0_CAS-III']	[52]	['5.10e-12']	[0.869]	[0.842]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.8	putative
NODE_575_length_7817_cov_6.8119	NODE_575_length_7817_cov_6.8119@1	1977	3503	False	20%		IV-D	4	['RecD_0_IVD']	[3]	['2.70e-35']	[0.694]	[0.401]	-1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.8	putative
NODE_254_length_14033_cov_6.43754	NODE_254_length_14033_cov_6.43754@1	4031	5737	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[6]	['2.10e-11']	[0.527]	[0.898]	-1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.8	putative
NODE_761_length_6205_cov_6.32813	NODE_761_length_6205_cov_6.32813@1	1537	2841	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['4.40e-09']	[0.377]	[0.461]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.8	putative
NODE_153_length_19315_cov_5.86994	NODE_153_length_19315_cov_5.86994@1	13565	14923	False	14%	0%	I-A	2	['Cas3_0_CAS-I']	[10]	['2.20e-05']	[0.377]	[0.493]	-1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.8	putative
NODE_410_length_10176_cov_5.60607	NODE_410_length_10176_cov_5.60607@1	5348	7204	False	20%		IV-D	4	['RecD_0_IVD']	[7]	['6.70e-19']	[0.48]	[0.337]	1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.8	putative
NODE_26_length_38756_cov_7.20519	NODE_26_length_38756_cov_7.20519@1	2839	3951	False	0%		III-A	1	['AbiEii_0_CAS-III']	[3]	['5.30e-07']	[0.809]	[0.806]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.8	putative
NODE_74_length_26508_cov_7.25695	NODE_74_length_26508_cov_7.25695@2	21416	22126	False	0%		III-A	1	['AbiEii_0_CAS-III']	[20]	['4.00e-04']	[0.477]	[0.387]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.8	putative
NODE_335_length_11609_cov_6.17743	NODE_335_length_11609_cov_6.17743@1	4144	5088	False	0%		III-A	1	['AbiEii_0_CAS-III']	[5]	['3.50e-04']	[0.527]	[0.563]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.8	putative
NODE_56_length_29685_cov_6.49946	NODE_56_length_29685_cov_6.49946@1	16543	17034	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[16]	['2.10e-31']	[0.939]	[0.988]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.8	putative
NODE_2458_length_2349_cov_9.75763	NODE_2458_length_2349_cov_9.75763@1	1836	2216	False	20%		III-A	4	['Csm2gr11_2_CAS-III-A']	[3]	['2.50e-03']	[0.906]	[0.761]	1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.8	putative
NODE_74_length_26508_cov_7.25695	NODE_74_length_26508_cov_7.25695@1	10669	12201	False	29%	0%	I-A	2	['Cas3HD_0_CAS-I']	[10]	['1.00e-07']	[0.389]	[0.768]	-1		buccal_mucosa	industrial	HMP_2012__SRS019329__bin.8	putative
NODE_29_length_37715_cov_6.59493	NODE_29_length_37715_cov_6.59493@1	19338	19931	False	0%	0%	I-A	0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[14]	['2.80e-31']	[0.904]	[0.994]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.8	putative
NODE_158_length_19056_cov_6.54639	NODE_158_length_19056_cov_6.54639@1	14078	15022	False	0%		III-A	1	['AbiEii_0_CAS-III']	[14]	['1.30e-07']	[0.346]	[0.363]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.8	putative
NODE_35_length_36083_cov_8.84926	NODE_35_length_36083_cov_8.84926@1	13287	14192	False	0%	0%	I-A	0	['WYL_0_CAS-I-II-III-IV-V-VI']	[7]	['8.30e-14']	[0.964]	[0.965]			buccal_mucosa	industrial	HMP_2012__SRS019329__bin.8	putative
